Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
83;0.393848;0.91;0.4328;2.5;2020-02-25 08:48:42.836000
84;0.4328112;0.925;0.467904;3.5;2020-02-25 08:48:43.867000
85;0.45836768;0.97;0.472544;3.5;2020-02-25 08:48:44.898000
86;0.4861272;0.975;0.498592;3.5;2020-02-25 08:48:45.914000
87;0.522608;1.0;0.522608;2.5;2020-02-25 08:48:46.945000
87;0.57415344;1.07;0.536592;3.5;2020-02-25 08:48:48.977000
89;0.57981112;1.055;0.549584;3.5;2020-02-25 08:48:50.004000
89;0.6422332;1.085;0.59192;2.5;2020-02-25 08:48:53.026000
90;0.68502928;1.105;0.619936;2.5;2020-02-25 08:48:56.049000
90;0.67380992;1.12;0.601616;2.5;2020-02-25 08:48:57.067000
89;0.705204;1.125;0.626848;2.5;2020-02-25 08:49:00.096000
88;0.68524224;1.095;0.625792;1.5;2020-02-25 08:49:01.130000
88;0.6910228;1.105;0.62536;2.5;2020-02-25 08:49:02.148000
88;0.65636424;1.085;0.604944;1.5;2020-02-25 08:49:05.171000
88;0.65122704;1.09;0.597456;2.5;2020-02-25 08:49:06.189000
88;0.7052496;1.1;0.641136;3.5;2020-02-25 08:49:09.219000
87;0.67767456;1.13;0.599712;1.5;2020-02-25 08:49:10.253000
87;0.68921232;1.11;0.620912;2.5;2020-02-25 08:49:11.271000
87;0.70558704;1.11;0.635664;2.5;2020-02-25 08:49:14.294000
87;0.68761024;1.135;0.605824;1.5;2020-02-25 08:49:15.312000
87;0.68715552;1.14;0.602768;1.5;2020-02-25 08:49:18.342000
87;0.68081008;1.115;0.610592;3.5;2020-02-25 08:49:19.375000
87;0.66517248;1.12;0.593904;1.5;2020-02-25 08:49:20.394000
88;0.6878104;1.15;0.598096;1.5;2020-02-25 08:49:23.417000
88;0.694416;1.15;0.60384;2.5;2020-02-25 08:49:24.435000
88;0.6488328;1.155;0.56176;2.5;2020-02-25 08:49:27.464000
89;0.66559416;1.155;0.576272;1.5;2020-02-25 08:49:28.498000
89;0.6610384;1.15;0.574816;2.5;2020-02-25 08:49:29.516000
89;0.64785336;1.155;0.560912;2.5;2020-02-25 08:49:32.539000
91;0.65681616;1.155;0.568672;2.5;2020-02-25 08:49:33.558000
92;0.64885504;1.13;0.574208;3.5;2020-02-25 08:49:36.587000
93;0.66707968;1.13;0.590336;3.5;2020-02-25 08:49:37.621000
93;0.6627852;1.155;0.57384;1.5;2020-02-25 08:49:38.640000
93;0.6678832;1.15;0.580768;1.5;2020-02-25 08:49:41.663000
92;0.67716;1.125;0.60192;3.5;2020-02-25 08:49:42.681000
92;0.693504;1.125;0.616448;1.5;2020-02-25 08:49:45.710000
93;0.655116;1.155;0.5672;1.5;2020-02-25 08:49:46.744000
94;0.6546536;1.15;0.569264;3.5;2020-02-25 08:49:47.762000
94;0.6593456;1.15;0.573344;2.5;2020-02-25 08:49:48.780000
94;0.6711768;1.15;0.583632;3.5;2020-02-25 08:49:49.798000
95;0.6580224;1.12;0.58752;3.5;2020-02-25 08:49:50.823000
95;0.662256;1.125;0.588672;1.5;2020-02-25 08:49:51.857000
95;0.65079168;1.155;0.563456;2.5;2020-02-25 08:49:52.875000
95;0.66122176;1.13;0.585152;1.5;2020-02-25 08:49:55.898000
96;0.649854;1.125;0.577648;3.5;2020-02-25 08:49:56.916000
97;0.6418104;1.15;0.558096;3.5;2020-02-25 08:49:59.946000
98;0.6493912;1.15;0.564688;2.5;2020-02-25 08:50:00.979000
98;0.6304392;1.15;0.548208;3.5;2020-02-25 08:50:01.997000
98;0.64062528;1.14;0.561952;2.5;2020-02-25 08:50:05.020000
98;0.64664104;1.145;0.564752;2.5;2020-02-25 08:50:06.038000
98;0.64234624;1.13;0.568448;1.5;2020-02-25 08:50:09.068000
99;0.62158272;1.14;0.545248;2.5;2020-02-25 08:50:10.101000
99;0.63062976;1.14;0.553184;1.5;2020-02-25 08:50:11.119000
99;0.64047872;1.12;0.571856;2.5;2020-02-25 08:50:14.143000
99;0.64017408;1.12;0.571584;3.5;2020-02-25 08:50:15.161000
99;0.62687976;1.115;0.562224;3.5;2020-02-25 08:50:18.190000
